user_id,game_name,language,has_older_device_model,age,0,,,,,
P0AOjzhlb3wF9MoqvkBEhg==,game 3,ru,FALSE,33,0,,,,,
GDlM+IReaY+ZJ8+MxPpC7Q==,game 3,uk,FALSE,17,0,,,,,
XbAPOAQ4Z60cq6q9N3I9TA==,game 3,uk,FALSE,17,0,,,,,
0MBHqF/oFZb7iJndJoaBQQ==,game 3,en,FALSE,17,0,,,,,
yDi2duZpOcKl7x5Q+3aY7A==,game 3,uk,FALSE,15,0,,,,,
G/qXLPgtjFftH23+1zISGg==,game 3,uk,FALSE,14,0,,,,,
PzSyKz5QykTf7M2n5eB1sA==,game 3,uk,FALSE,33,0,,,,,
5BZdt269P3V8V8xvYv/OmQ==,game 3,uk,FALSE,17,0,,,,,
OuYgDjgqsOgOICbrJyEoZg==,game 3,ru,FALSE,18,0,,,,,
bYCcx82A2CZ5DXqc4EMa7g==,game 3,ru,FALSE,19,0,,,,,
Wo2BzHwOUebru+DnFKwivQ==,game 1,uk,FALSE,41,0,,,,,
/4YcgOYcRluPAL9x02jtzQ==,game 3,uk,FALSE,32,0,,,,,
dERw2cry4kzpTzRLjM27xQ==,game 3,uk,FALSE,20,0,,,,,
4GUYXuGgkbXw6nOoUpq6CQ==,game 2,ru,FALSE,23,0,,,,,
pen9iduQvEJoGinzsKlpiA==,game 3,ru,FALSE,17,0,,,,,
GA9ZnCODF74rW30DWEp7yA==,game 3,ru,FALSE,16,0,,,,,
QiwIZmbzY4Zk0X+vQYZkpg==,game 3,uk,FALSE,44,0,,,,,
t7pNcUO2pIx8azQRxkWy8A==,game 3,uk,FALSE,14,1,,,,,
rVWKTgLtWjpFdj0A8fvQvA==,game 1,uk,TRUE,31,1,,,,,
kOlA/T9vCTUjU3j1c644Vw==,game 3,uk,TRUE,25,1,,,,,
QUOZlms+cuNNXF3B9AHrVA==,game 3,ru,TRUE,35,0,,,,,
FuVNhvuKvBpQRcUsG54+rQ==,game 3,ru,FALSE,23,0,,,,,
20jYSro7vKiVYryvHv3MOQ==,game 3,ru,FALSE,34,0,,,,,
VWtY9ogMNu9riL8WGD2i+Q==,game 2,uk,FALSE,20,0,,,,,
qCuYj9THPlzRc40F2bM4LQ==,game 1,uk,FALSE,33,0,,,,,
UJg/gEYkIMA9KLUYDfkP2w==,game 1,uk,FALSE,24,0,,,,,
/ujWGeU/Fac/JxNGlhJ6jg==,game 3,uk,FALSE,23,0,,,,,
LxF1OJau+7FfrZ1JDkZq4Q==,game 3,uk,FALSE,29,0,,,,,
jlvj4vdc2SE/75a50wRwvg==,game 3,uk,FALSE,37,0,,,,,
Otk0QSCAqFu5hoh8BVAiNQ==,game 3,en,FALSE,44,0,,,,,
AxfduYk209jC5u8HdanD1Q==,game 2,uk,FALSE,36,0,,,,,
lNz3NCrRszQN8m8Xurl1Qw==,game 1,uk,FALSE,37,0,,,,,
aKLDdgmiHPJhUcknMooOEQ==,game 3,ru,FALSE,15,0,,,,,
XMiU9IEBQ2WS1K+kP2fvow==,game 3,uk,FALSE,17,0,,,,,
qjfOo7qRt6bg4dDFFzOpNg==,game 3,uk,FALSE,22,1,,,,,
qYJ5k/vaLQ3YppOHh5eReQ==,game 3,ru,TRUE,38,0,,,,,
kgbFC9IkH4hptMQqHFNh1A==,game 3,uk,FALSE,18,0,,,,,
Do7NIWuMOX0+F/Bxbdq3Nw==,game 3,uk,FALSE,34,1,,,,,
kEn+L2IwCn5hFrvpqpsGlg==,game 3,ru,TRUE,21,0,,,,,
VuG6eVY8nz3W1joqx0F57w==,game 3,uk,FALSE,17,0,,,,,
mjpC3wRXF0kKxM5UVkxNqg==,game 3,uk,FALSE,42,0,,,,,
8TTRdxncZg7Nl0tvfwsZng==,game 3,uk,FALSE,30,0,,,,,
PDAeEyBHX4Lils8IAUifCg==,game 3,uk,FALSE,34,0,,,,,
N2J0LRWPhEP4/Iio8bFjtw==,game 2,uk,FALSE,28,0,,,,,
Kf73NRh76XR5giWlwrxqlg==,game 3,ru,FALSE,14,0,,,,,
Qsm9KOTkD4x16aLgZAUn/A==,game 3,ru,FALSE,29,0,,,,,
FF4h9+1iVnU3ZOol+uol5w==,game 2,uk,FALSE,34,1,,,,,
L+wA3BIaEKSpxf2uqmtJxQ==,game 3,uk,TRUE,25,0,,,,,
2Tm77AxZ7h7oCNKgCgMpnQ==,game 3,uk,FALSE,23,0,,,,,
jVMEU6ikx3+6jJEH0ZdZ2Q==,game 3,uk,FALSE,27,0,,,,,
t4oWnvWIHGwsRCHW3VKs8g==,game 3,uk,FALSE,19,0,,,,,
iEjGQCq6k08oQT/7vszJ0A==,game 3,uk,FALSE,16,0,,,,,
kVNpZakCY91vqeu4+oL6rw==,game 2,uk,FALSE,32,0,,,,,
gxaleJTv80hEly+b5XCtLg==,game 3,ru,FALSE,35,0,,,,,
LkszqDQo/UF7FVtf3GZiAA==,game 3,ru,FALSE,30,0,,,,,
YrqGO2E5O8oSGQh+0yHOzQ==,game 3,uk,FALSE,33,0,,,,,
kzudCIt0r+ihGvuIGCisVA==,game 3,uk,FALSE,24,0,,,,,
xKrb59Exl1bxnmTcyT8aFw==,game 3,uk,FALSE,23,0,,,,,
D5ezJUMqAh4rM8czP4j/yw==,game 3,uk,FALSE,19,0,,,,,
bZDMuXKM3RFajmZa/yIpsw==,game 3,uk,FALSE,23,0,,,,,
zH8UwV8zWTq1Mhn0FDSfyQ==,game 2,uk,FALSE,27,0,,,,,
bQmSmd5rBeUdHZzsd8ImnQ==,game 2,uk,FALSE,53,0,,,,,
8Iz2FBfSbRycvhUNdqCqcw==,game 3,uk,FALSE,18,0,,,,,
GEAVJz1gd3SThbDZR01fcA==,game 3,uk,FALSE,14,0,,,,,
fYcAhUYnLZ1qVkJpjA9Sqg==,game 3,uk,FALSE,26,1,,,,,
RGy9GIJdGRs14k4LdS7+OA==,game 3,uk,TRUE,20,0,,,,,
5LA0oeWYkBW4Y9UBu4edLg==,game 1,uk,FALSE,32,0,,,,,
B2yYkQx6MAxP+9icnJUOzg==,game 3,uk,FALSE,35,0,,,,,
gyvLBP3PZMDsQdB07iG7jA==,game 3,ru,FALSE,25,0,,,,,
ZH2wOr29Mdpc1KF2ZfFuQg==,game 3,ru,FALSE,40,0,,,,,
6oD0V7DwqJfYjsEdQ624jw==,game 2,uk,FALSE,23,0,,,,,
CefhYFL1V5wQlXwn0EJasQ==,game 3,uk,FALSE,25,0,,,,,
TamEW7rhOwxDSDgAWZHDnQ==,game 3,uk,FALSE,23,0,,,,,
Xn/jyWwlP41JaBC2RqXnag==,game 3,ru,FALSE,19,0,,,,,
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,uk,FALSE,14,0,,,,,
VTaIkhD9hJKcnvA6Kw5p9g==,game 3,ru,FALSE,25,0,,,,,
WlxuDrW41MtFSNt7hf1B0Q==,game 3,uk,FALSE,17,0,,,,,
kK5E2u7LrtQs+j/uDytv4Q==,game 3,ru,FALSE,16,0,,,,,
gRu+5x4cGph/Zc4fu9lQ/g==,game 2,uk,FALSE,77,0,,,,,
cv6g2/jSkR+FwO58WY85DQ==,game 3,uk,FALSE,20,0,,,,,
B/HTBVkRCa31CrPz7CnAXg==,game 2,uk,FALSE,44,1,,,,,
Bo8DUqTZ0pXd1aGSa7UXsA==,game 3,ru,TRUE,21,0,,,,,
gS/Cx7N39XR/3F/llCguOg==,game 3,uk,FALSE,22,0,,,,,
W5hGqtMS2sKusfC1qSsUGg==,game 3,ru,FALSE,23,0,,,,,
focaQdrvZZgHkhzhzAEM6A==,game 3,uk,FALSE,28,0,,,,,
qlqY+z8pa6P/3HaXEoxZfw==,game 3,uk,FALSE,17,0,,,,,
k/nhKJhv38dhr/xVZhOfUA==,game 1,uk,FALSE,48,0,,,,,
TsuNitVMrP5LbUH7TxLq3g==,game 3,uk,FALSE,17,0,,,,,
cOCixiBbcAHemYgbNdoTcw==,game 3,uk,FALSE,20,0,,,,,
yef0h38QWUF2s1yhNoLN5A==,game 2,uk,FALSE,64,0,,,,,
61luqaUv0WYT7eBfZoRBMw==,game 3,ru,FALSE,33,0,,,,,
CPS7TtWW0CWoloyLys75lA==,game 3,ru,FALSE,24,0,,,,,
RuB1M9W3vR5+Ae/vkNEgBA==,game 3,uk,FALSE,33,0,,,,,
MnsydCComQD8hbQSMbQQSw==,game 2,uk,FALSE,37,0,,,,,
GjL6ipu28pHPFxZJPuplNQ==,game 3,uk,FALSE,28,0,,,,,
9qeOGZMFKBEJIb3C62doNQ==,game 3,uk,FALSE,26,0,,,,,
iuaYDwqe0cTanajotPtqaA==,game 3,uk,FALSE,30,0,,,,,
f9cWBjiN4c8lXAkBhdqK6Q==,game 3,uk,FALSE,21,0,,,,,
yxF0Ov7MlG2cgalXJPouVg==,game 3,ru,FALSE,28,0,,,,,
WJs06JVyjGn4xDrln1aQkA==,game 3,uk,FALSE,27,0,,,,,
3KaEVIJy4kJmmGJBjAwAHw==,game 2,uk,FALSE,49,0,,,,,
q95JPEWiGYihEoKsqmhj2g==,game 2,ru,FALSE,23,1,,,,,
nCdWqXCaJh8l8bYxHdZkvA==,game 3,uk,TRUE,32,0,,,,,
LopSUC1DPnQWLLHDX64y5Q==,game 3,uk,FALSE,19,0,,,,,
7QutRfGpjS2keXjEj5Kduw==,game 1,uk,FALSE,25,1,,,,,
o2A4cDZcYdEBO5SRcn27FQ==,game 3,ru,TRUE,17,0,,,,,
7iS0Md8Z5SFpqNAYOVcs4w==,game 3,uk,FALSE,18,1,,,,,
b3TBQFxyCxxypmPajF+jXw==,game 3,uk,TRUE,15,1,,,,,
Un1/H6r21erNyc5CnoFJiw==,game 3,uk,TRUE,25,0,,,,,
Qn1wKE8gz9pPz7Td+EYEwQ==,game 3,ru,FALSE,21,0,,,,,
1mkyKgPSRoWKvFQZcM5I4Q==,game 3,uk,FALSE,42,0,,,,,
hvvcK5gx+FdZE6DZA3df+Q==,game 3,uk,FALSE,29,0,,,,,
6/6nfTTS+TnD7Fv3yYpq/A==,game 2,uk,FALSE,40,0,,,,,
LVdt0dyGoRDCG2IsZ+2pRg==,game 3,uk,FALSE,14,0,,,,,
GjqlfdI+312ofve9g5LuOA==,game 3,ru,FALSE,18,0,,,,,
q0Ngw0yo5es+zgillxirsQ==,game 2,uk,FALSE,51,0,,,,,
T/blzahdDFcjsBv0XOU6iQ==,game 2,uk,FALSE,53,0,,,,,
9OfDeEZnkwGPvN0CK44xfg==,game 3,en,FALSE,24,0,,,,,
TMdSnXILB43CZyIqDe4n4g==,game 3,uk,FALSE,21,0,,,,,
i6+JpEanvW/N6t6cuVGdbQ==,game 3,uk,FALSE,40,1,,,,,
v5yYLXRps/Ta35U/sFSj/A==,game 3,uk,TRUE,24,0,,,,,
+uszcWROLhovU7doCmFOiQ==,game 2,uk,FALSE,18,0,,,,,
kpNbO7jp8Lk02aT1WUmNnw==,game 3,ru,FALSE,21,0,,,,,
an5Xsrpir8vvhTb50gnppQ==,game 3,uk,FALSE,43,0,,,,,
DAMO0tILVRlXZhYONdvs0Q==,game 3,uk,FALSE,15,0,,,,,
DHUdv0c5w36OE+CMqSJEqQ==,game 3,uk,FALSE,42,0,,,,,
knqMONoWjT0CshPuxE+UAw==,game 3,en,FALSE,29,0,,,,,
4zq740IIybyKHSnebcyttw==,game 3,uk,FALSE,17,1,,,,,
+FlWYpRLVaIer+ema+GcQw==,game 3,uk,TRUE,37,0,,,,,
zfPlIYKZsQnLqgb+W91D6A==,game 3,ru,FALSE,17,0,,,,,
lGI5+OCzV6nnDMpyZWtZAg==,game 3,ru,FALSE,18,0,,,,,
BIdts4CM6OaFxciAr0912A==,game 3,uk,FALSE,18,0,,,,,
E4QJHJmtSWCubCEWe4HuDA==,game 2,uk,FALSE,83,0,,,,,
au5bHz5awMk4UJg0m3Yylg==,game 3,ru,FALSE,39,0,,,,,
3Xuq0acIoGEgw19qflIoog==,game 3,uk,FALSE,25,0,,,,,
Wg7a8gy73uJu8OS1THulHQ==,game 3,uk,FALSE,26,0,,,,,
3bmKEnlPRemmh81isOO61g==,game 1,uk,FALSE,24,0,,,,,
e8vUPR5V4ahKI1RdrIX7/A==,game 3,uk,FALSE,31,0,,,,,
eqUt3cIugkCdIxGLA1dd0Q==,game 2,uk,FALSE,41,1,,,,,
AzXztfif3xBC3ZaCp81EaA==,game 3,uk,TRUE,31,0,,,,,
OX/jdDs3SZxwaLAii9yMNA==,game 3,uk,FALSE,14,0,,,,,
mzGpnrpyuOB+qfwTJ0XliQ==,game 3,ru,FALSE,16,0,,,,,
DMKxhCOY6XWpCzzQpCa/4A==,game 2,uk,FALSE,29,0,,,,,
D6jmh6gGbjWeUdSNK497bg==,game 2,uk,FALSE,51,0,,,,,
sCKPcG1GIuOo593nRuu1Cw==,game 3,uk,FALSE,25,0,,,,,
vNdnUOrRDEwY/WFRfSXrew==,game 3,uk,FALSE,34,0,,,,,
ITgi4Gl2o9XpJltzUqXO+A==,game 1,uk,FALSE,34,0,,,,,
Q1Vry/HE1GfsfQy11/UzQg==,game 1,uk,FALSE,40,0,,,,,
RTrEsxVF25YBuWzQVibOaw==,game 3,ru,FALSE,22,0,,,,,
czQbkX2k7RFAAPggWjDjag==,game 3,uk,FALSE,15,0,,,,,
XKcDk3Dj0n2i6XqA+weFuw==,game 3,uk,FALSE,35,0,,,,,
ux4Q9iTbOyaU1c/0SKvF7w==,game 3,uk,FALSE,26,0,,,,,
I6+7dmw5BDyaJGQL/8ixCg==,game 3,uk,FALSE,32,0,,,,,
/01yWwbD6V3F7maO9jbRLA==,game 3,uk,FALSE,23,0,,,,,
i/58OgkvFqUbVF52ZBJkZA==,game 2,ru,FALSE,28,0,,,,,
DfDrLrabGaDp9n2z78GgXA==,game 3,uk,FALSE,30,0,,,,,
pM5w/XVBs8WAVmO/HqjlSQ==,game 2,uk,FALSE,36,0,,,,,
C4JaGN3GYi0O1lbTK6SS2A==,game 2,uk,FALSE,54,0,,,,,
BcbQ3o06UYg2YT4n53K6dA==,game 3,en,FALSE,24,0,,,,,
tukg0unLWSV0iifY2PupSg==,game 3,ru,FALSE,40,0,,,,,
nmlUQvliLdawDvpS730T8w==,game 1,uk,FALSE,40,0,,,,,
pMR/27MGDQI8VzhR0vcppg==,game 3,uk,FALSE,37,0,,,,,
1tIsLi6U0zW1RIuaViNanA==,game 3,uk,FALSE,20,0,,,,,
8v9lZmLvb+rkeZa2Qaerlw==,game 3,ru,FALSE,43,0,,,,,
fxVpVfQYdYSNmi0L7fSLEQ==,game 3,uk,FALSE,17,1,,,,,
SXF4nkTSizdHSgQVJ65JcQ==,game 2,uk,TRUE,42,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
,,,,,0,,,,,
